,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
ADAM TRAUTMAN,2.3,1.3,0.2,12.0,0.0,0.0,0.0,2.1,38.4,56.1,46.0,57.0,8.5,7.0,84.0,3.6,60.4,56.4,46,57,8.4,7,85,22.0,3.0,204.0,0.0,0.0,0.0,DEN,35.0,30,25,30,0,81,19,0,81,6,2,500.0,500,0,0.0,0,0.0,0,0.0,13,20.0,9,25.7
AJ BARNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,78.0,22.6,8.0,143.0,0.0,0.0,75.3,56,77,21.6,8,141,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,27,29,18,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ALBERT OKWUEGBUNAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,106.2,70.0,93.0,15.8,9.0,124.0,0.0,0.0,102.7,71,93,14.0,8,118,0.0,0.0,0.0,0.0,0.0,0.0,PHI,1.0,31,30,24,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ANDREW BECK,1.9,0.7,0.1,3.7,0.3,0.1,0.2,0.9,27.8,109.3,76.0,109.0,30.6,9.0,144.0,2.6,38.8,103.0,80,108,28.7,9,145,11.0,2.0,55.0,5.0,1.0,3.0,FA,13.0,33,33,33,0,79,7,0,93,0,0,500.0,500,3,3.9,3,7.0,3,13.0,4,5.9,3,8.3
ANDREW OGLETREE,2.2,0.8,0.2,12.3,0.0,0.0,0.0,1.8,26.7,78.7,62.0,88.0,13.7,8.0,100.0,3.0,35.7,80.9,65,89,13.7,8,103,9.0,2.0,147.0,0.0,0.0,0.0,IND,21.0,21,24,7,0,83,17,0,83,8,4,500.0,500,0,0.0,0,0.0,0,0.0,2,3.4,2,8.0
ANTHONY FIRKSER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4,124.0,148.0,8.0,10.0,146.0,0.0,0.0,130.6,122,145,6.2,10,141,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,0.0,28,21,31,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ARMANI ROGERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.8,125.0,161.0,16.2,11.0,163.0,0.0,0.0,141.3,124,160,16.7,11,163,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,31,30,24,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
AUSTIN HOOPER,1.4,1.5,0.0,13.8,0.0,0.0,0.0,1.8,23.4,52.0,39.0,53.0,9.0,7.0,71.0,2.8,48.4,50.9,35,52,9.4,7,70,25.0,0.0,234.0,0.0,0.0,0.0,NE,31.0,14,20,12,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,3,4.2,1,2.9
BEN SIMS,0.5,0.3,0.1,1.3,0.0,0.0,0.0,0.4,8.1,111.0,91.0,106.0,17.4,9.0,133.0,0.8,12.1,114.7,95,110,16.6,9,135,4.0,1.0,21.0,0.0,0.0,0.0,GB,6.0,8,9,15,0,92,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,2.2,1,2.7
BEN SINNOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,15.0,29.0,5.1,4.0,44.0,0.0,0.0,26.7,16,29,4.9,4,43,0.0,0.0,0.0,0.0,0.0,0.0,WAS,0.0,16,15,20,0,0,0,0,0,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BLAKE BELL,0.4,0.3,0.1,1.5,0.0,0.0,0.0,0.5,6.6,121.0,72.0,140.0,28.4,10.0,139.0,0.7,11.6,120.0,69,136,29.5,10,139,5.0,1.0,26.0,0.0,0.0,0.0,FA,9.0,33,33,33,0,92,8,0,92,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.1,1,2.1
BLAKE WHITEHEART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.5,96.0,162.0,28.5,11.0,153.0,0.0,0.0,123.0,94,158,29.0,11,152,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,11,16,11,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRADY RUSSELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5,97.0,136.0,23.6,10.0,159.0,0.0,0.0,122.3,98,137,23.7,10,161,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,27,29,18,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRAYDEN WILLIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.8,100.0,116.0,10.6,9.0,132.0,0.0,0.0,115.5,105,116,7.8,9,128,0.0,0.0,0.0,0.0,0.0,0.0,SF,0.0,12,7,22,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRENTON STRANGE,0.7,0.4,0.1,2.5,0.0,0.0,0.0,0.6,9.5,75.1,59.0,79.0,12.6,8.0,99.0,1.0,14.5,73.8,59,80,11.6,8,96,5.0,1.0,35.0,0.0,0.0,0.0,JAC,9.0,19,10,25,0,91,9,0,91,9,3,500.0,500,0,0.0,0,0.0,0,0.0,4,6.3,3,10.0
BREVIN JORDAN,2.6,1.3,0.2,16.8,0.0,0.0,0.0,1.6,33.9,50.9,38.0,49.0,7.8,6.0,68.0,3.9,50.9,54.5,40,50,8.0,6,71,17.0,2.0,219.0,0.0,0.0,0.0,HOU,21.0,7,1,32,0,75,25,0,75,0,2,500.0,500,0,0.0,0,0.0,0,0.0,2,2.9,1,2.8
BREVYN SPANN-FORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.8,81.0,139.0,24.9,10.0,151.0,0.0,0.0,126.6,82,134,24.9,10,151,0.0,0.0,0.0,0.0,0.0,0.0,DAL,0.0,29,28,21,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BROCK BOWERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.0,11.0,2.2,3.0,18.0,0.0,0.0,11.4,5,11,2.2,3,17,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,10,18,9,0,0,0,0,0,0,1,92.0,108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BROCK WRIGHT,1.1,0.9,0.1,6.5,0.0,0.0,0.0,1.0,15.1,66.0,49.0,68.0,10.1,7.0,84.0,2.0,28.1,64.9,49,69,10.1,7,85,13.0,1.0,91.0,0.0,0.0,0.0,DET,14.0,9,11,14,0,91,9,0,91,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,1,2.9
BRYCEN HOPKINS,0.5,0.3,0.0,5.2,0.0,0.0,0.0,0.5,7.8,127.7,121.0,157.0,5.0,11.0,133.0,0.9,12.8,123.7,123,151,0.9,10,125,5.0,0.0,78.0,0.0,0.0,0.0,FA,7.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0
BRYSON SUMLIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,94.0,143.0,0.5,10.0,95.0,0.0,0.0,90.5,90,142,0.5,10,91,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CADE OTTON,4.1,2.8,0.2,26.8,0.0,0.0,0.0,3.9,69.5,22.1,16.0,21.0,2.9,4.0,30.0,6.9,116.5,21.4,15,20,3.0,4,30,47.0,4.0,455.0,0.0,0.0,0.0,TB,67.0,18,17,17,6,56,19,6,50,6,1,199.0,500,0,0.0,0,0.0,0,0.0,10,16.9,3,10.3
CADE STOVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,35.0,51.0,15.6,6.0,101.0,0.0,0.0,53.9,36,51,14.7,6,99,0.0,0.0,0.0,0.0,0.0,0.0,HOU,0.0,7,1,32,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CAMERON LATU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.7,77.0,102.0,21.8,9.0,149.0,0.0,0.0,102.1,77,98,21.2,9,148,0.0,0.0,0.0,0.0,0.0,0.0,SF,0.0,12,7,22,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHARLIE KOLAR,1.1,0.5,0.1,6.2,0.0,0.0,0.0,0.6,14.7,94.2,74.0,91.0,13.7,8.0,117.0,1.6,21.7,89.2,74,90,10.2,8,104,7.0,1.0,87.0,0.0,0.0,0.0,BAL,9.0,6,12,10,0,92,8,0,92,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,0,0.0
CHARLIE WOERNER,0.2,0.2,0.0,1.9,0.0,0.0,0.0,0.2,3.2,82.7,55.0,89.0,17.2,8.0,108.0,0.4,6.2,73.9,49,88,13.8,8,91,3.0,0.0,32.0,0.0,0.0,0.0,ATL,3.0,15,13,19,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0
CHIGOZIEM OKONKWO,3.5,3.2,0.1,31.1,0.1,0.0,0.4,4.5,59.4,26.0,16.0,25.0,4.5,4.0,42.0,6.7,113.4,25.0,15,23,4.5,4,41,54.0,1.0,528.0,2.0,0.0,6.0,TEN,77.0,2,5,4,0,75,13,0,69,6,1,199.0,191,0,0.0,0,0.0,0,0.0,6,12.8,3,13.0
CHRIS MANHERTZ,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.3,1.6,109.6,80.0,105.0,17.7,9.0,134.0,0.2,3.6,101.3,79,101,14.9,9,122,2.0,0.0,16.0,0.0,0.0,0.0,NYG,4.0,25,31,3,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,0,0.0
CJ UZOMAH,1.0,0.7,0.1,4.8,0.0,0.0,0.0,1.0,11.8,118.6,73.0,124.0,28.5,10.0,153.0,1.7,19.8,115.6,75,122,28.1,10,147,8.0,1.0,58.0,0.0,0.0,0.0,FA,12.0,33,33,33,0,90,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,4,8.2,2,6.5
COLBY PARKINSON,2.2,1.5,0.1,14.5,0.0,0.0,0.0,2.0,36.7,31.5,17.0,36.0,8.7,5.0,61.0,3.6,61.7,31.5,17,36,8.1,5,60,25.0,2.0,247.0,0.0,0.0,0.0,LAR,34.0,22,14,27,0,88,13,0,88,13,1,500.0,500,0,0.0,0,0.0,0,0.0,8,12.3,4,16.7
COLE FOTHERINGHAM,0.3,0.5,0.0,3.0,0.0,0.0,0.0,0.5,0.6,132.7,103.0,158.0,22.7,11.0,158.0,0.8,1.6,134.3,108,157,20.5,11,158,1.0,0.0,6.0,0.0,0.0,0.0,LV,1.0,10,18,9,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COLE KMET,6.4,4.3,0.4,42.3,0.2,0.0,0.1,5.3,108.1,19.0,12.0,18.0,3.5,4.0,30.0,10.7,181.1,18.6,13,17,3.7,3,32,73.0,6.0,719.0,3.0,0.0,2.0,CHI,90.0,20,19,16,13,44,44,13,38,50,1,133.0,152,1,1.3,1,2.6,0,0.0,15,26.8,6,23.1
COLE TURNER,1.0,0.9,0.0,10.0,0.0,0.0,0.0,1.3,12.0,67.9,47.0,69.0,14.0,7.0,106.0,1.9,23.0,67.8,44,68,16.9,7,114,11.0,0.0,120.0,0.0,0.0,0.0,WAS,15.0,16,15,20,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,4,6.3,3,8.6
